CLICK,GRAB,ATCHECKOUT,FIXATION,FIXDURAS,FRAME,TIMESTPS,X,Y,BOUGHT,SUBJECT,IMAGEFILE,VIDEOFILE,RAWFIXATIONFILE,BAYSHELFAOI,VARIANTAOI,SIDE,BAYSHELF,BRAND,BRANDBLOCK,CATEGORY,COLOUR,SEGMENT,VARIANT
24,,0,1174,0.12,23157,926.28,14634,3803,0,257,WW2019 Aisle 4 Base Image V7,Recording260_Participant257_00.00.00-00.50.12.mp4,P257.csv,SD2B18S3,path1740,2,B18S3,Red Bull,B17-19S2-5 Red Bull,Energy,Black,Energy Single Serve,Red Bull Energy Drink Zero 250ml
26,,0,1176,0.14,23172,926.88,14715,4329,0,257,WW2019 Aisle 4 Base Image V7,Recording260_Participant257_00.00.00-00.50.12.mp4,P257.csv,SD2B18S5,path1642,2,B17S5,Red Bull,B17-19S2-5 Red Bull,Energy,Blue,Energy Multi Pack,Red Bull Energy Drink 6x250ml
25,,0,1175,0.16,23164,926.56,15146,3793,0,257,WW2019 Aisle 4 Base Image V7,Recording260_Participant257_00.00.00-00.50.12.mp4,P257.csv,SD2B19S3,path1746,2,B19S3,V,B19S1-6 V,Energy,Blue,Energy Single Serve,V Energy Drink Blue 250ml
16,,0,1165,0.16,23082,923.28,15844,4118,0,257,WW2019 Aisle 4 Base Image V7,Recording260_Participant257_00.00.00-00.50.12.mp4,P257.csv,SD2B19S4,path1024,2,B19S4,V,B19S1-6 V,Energy,Grey,Energy Multi Pack,V Pure Energy Drink 250ml x4 pack
27,,0,1177,0.2,23178,927.12,14624,3803,0,257,WW2019 Aisle 4 Base Image V7,Recording260_Participant257_00.00.00-00.50.12.mp4,P257.csv,SD2B18S3,path1740,2,B18S3,Red Bull,B17-19S2-5 Red Bull,Energy,Black,Energy Single Serve,Red Bull Energy Drink Zero 250ml
12,,0,956,0.1,12496,499.84,15174,4432,0,264,WW2019 Aisle 4 Base Image V7,Recording267_Participant264_00.00.00-00.33.29.mp4,P264.csv,SD2B19S5,path1026,2,B19S5,V,B19S1-6 V,Energy,Green,Energy Multi Pack,V Energy Drink 4x275ml
11,,0,955,0.12,12492,499.68,15242,4284,0,264,WW2019 Aisle 4 Base Image V7,Recording267_Participant264_00.00.00-00.33.29.mp4,P264.csv,SD2B19S5,path1026,2,B19S5,V,B19S1-6 V,Energy,Green,Energy Multi Pack,V Energy Drink 4x275ml
120,,0,1354,0.12,16792,671.68,15575,4003,0,265,WW2019 Aisle 4 Base Image V7,Recording268_Participant265_00.00.00-00.38.32.mp4,P265.csv,SD2B19S4,path1024,2,B19S4,V,B19S1-6 V,Energy,Grey,Energy Multi Pack,V Pure Energy Drink 250ml x4 pack
119,,0,1353,0.14,16787,671.48,15860,4101,0,265,WW2019 Aisle 4 Base Image V7,Recording268_Participant265_00.00.00-00.38.32.mp4,P265.csv,SD2B19S4,path1024,2,B19S4,V,B19S1-6 V,Energy,Grey,Energy Multi Pack,V Pure Energy Drink 250ml x4 pack
121,,0,1355,0.16,16800,672,15324,3843,0,265,WW2019 Aisle 4 Base Image V7,Recording268_Participant265_00.00.00-00.38.32.mp4,P265.csv,SD2B19S3,path1748,2,B19S3,V,B19S1-6 V,Energy,Green,Energy Single Serve,V Energy Drink Sugar Free With Guarana 250ml
39,,0,1500,0.1,22498,899.92,15269,3619,0,266,WW2019 Aisle 4 Base Image V7,Recording269_Participant266_00.00.00-00.32.30.mp4,P266.csv,SD2B19S2,path1768,2,B18S2,Red Bull,B17-19S2-5 Red Bull,Energy,Blue,Energy Single Serve,Red Bull Energy Drink 250ml
40,,0,1501,0.1,22503,900.12,15250,3560,0,266,WW2019 Aisle 4 Base Image V7,Recording269_Participant266_00.00.00-00.32.30.mp4,P266.csv,SD2B19S2,path1768,2,B18S2,Red Bull,B17-19S2-5 Red Bull,Energy,Blue,Energy Single Serve,Red Bull Energy Drink 250ml
31,,0,1491,0.6,22365,894.6,15110,4183,0,266,WW2019 Aisle 4 Base Image V7,Recording269_Participant266_00.00.00-00.32.30.mp4,P266.csv,SD2B19S5,path1026,2,B19S5,V,B19S1-6 V,Energy,Green,Energy Multi Pack,V Energy Drink 4x275ml
35,,0,1496,0.16,22414,896.56,14381,3877,0,266,WW2019 Aisle 4 Base Image V7,Recording269_Participant266_00.00.00-00.32.30.mp4,P266.csv,SD2B18S3,path1738,2,B18S3,Red Bull,B17-19S2-5 Red Bull,Energy,Blue,Energy Single Serve,Red Bull Energy Drink 355ml
33,,0,1494,0.18,22398,895.92,14182,4056,0,266,WW2019 Aisle 4 Base Image V7,Recording269_Participant266_00.00.00-00.32.30.mp4,P266.csv,SD2B17S4,path1640,2,B17S4,Red Bull,B17-19S2-5 Red Bull,Energy,Blue,Energy Multi Pack,Red Bull Energy Drink 4x250ml
34,,0,1495,0.28,22403,896.12,14092,3924,0,266,WW2019 Aisle 4 Base Image V7,Recording269_Participant266_00.00.00-00.32.30.mp4,P266.csv,SD2B17S4,path1640,2,B17S4,Red Bull,B17-19S2-5 Red Bull,Energy,Blue,Energy Multi Pack,Red Bull Energy Drink 4x250ml
32,,0,1493,0.2,22392,895.68,14475,4359,0,266,WW2019 Aisle 4 Base Image V7,Recording269_Participant266_00.00.00-00.32.30.mp4,P266.csv,SD2B18S5,path1642,2,B17S5,Red Bull,B17-19S2-5 Red Bull,Energy,Blue,Energy Multi Pack,Red Bull Energy Drink 6x250ml
25,,0,1476,0.16,18197,727.88,15398,3979,0,268,WW2019 Aisle 4 Base Image V7,Recording271_Participant268_00.00.00-00.54.19.mp4,P268.csv,SD2B19S4,path1782,2,B19S4,V,B19S1-6 V,Energy,Yellow,Energy Multi Pack,V Forbidden Fruits Energy Drink 250ml x4 pack
17,,0,1917,0.1,28329,1133.16,14845,3695,0,273,WW2019 Aisle 4 Base Image V7,Recording276_Participant273_00.00.00-00.58.50.mp4,P273.csv,SD2B18S3,path1742,2,B18S3,Red Bull,B17-19S2-5 Red Bull,Energy,Blue,Energy Single Serve,Red Bull Energy Drink Sugar Free 250ml
18,,0,1918,0.26,28333,1133.32,14470,3973,0,273,WW2019 Aisle 4 Base Image V7,Recording276_Participant273_00.00.00-00.58.50.mp4,P273.csv,SD2B18S4,path1640,2,B17S4,Red Bull,B17-19S2-5 Red Bull,Energy,Blue,Energy Multi Pack,Red Bull Energy Drink 4x250ml
49,,0,1855,0.1,25475,1019,15199,3873,0,280,WW2019 Aisle 4 Base Image V7,Recording283_Participant280_00.00.00-00.51.28.mp4,P280.csv,SD2B19S3,path1746,2,B19S3,V,B19S1-6 V,Energy,Blue,Energy Single Serve,V Energy Drink Blue 250ml
49,,0,905,0.16,13591,543.64,14752,3802,0,281,WW2019 Aisle 4 Base Image V7,Recording284_Participant281_00.00.00-00.28.02.mp4,P281.csv,SD2B18S3,path1742,2,B18S3,Red Bull,B17-19S2-5 Red Bull,Energy,Blue,Energy Single Serve,Red Bull Energy Drink Sugar Free 250ml
24,,0,1145,0.12,18653,746.12,15713,4290,0,284,WW2019 Aisle 4 Base Image V7,Recording287_Participant284_00.00.00-00.43.35.mp4,P284.csv,SD2B19S5,path1026,2,B19S5,V,B19S1-6 V,Energy,Green,Energy Multi Pack,V Energy Drink 4x275ml
26,,0,1147,0.14,18663,746.52,15621,4258,0,284,WW2019 Aisle 4 Base Image V7,Recording287_Participant284_00.00.00-00.43.35.mp4,P284.csv,SD2B19S5,path1026,2,B19S5,V,B19S1-6 V,Energy,Green,Energy Multi Pack,V Energy Drink 4x275ml
14,,0,956,0.24,12146,485.84,15397,4044,0,287,WW2019 Aisle 4 Base Image V7,Recording290_Participant287_00.00.00-00.35.03.mp4,P287.csv,SD2B19S4,path1782,2,B19S4,V,B19S1-6 V,Energy,Yellow,Energy Multi Pack,V Forbidden Fruits Energy Drink 250ml x4 pack
15,,0,959,0.3,12181,487.24,15749,3754,0,287,WW2019 Aisle 4 Base Image V7,Recording290_Participant287_00.00.00-00.35.03.mp4,P287.csv,SD2B19S3,path1750,2,B19S3,V,B19S1-6 V,Energy,Green,Energy Multi Pack,V Sugar Free Energy Drink 4pk 275ml
38,,0,1982,0.32,26003,1040.12,14599,3947,0,288,WW2019 Aisle 4 Base Image V7,Recording291_Participant288_00.00.00-00.34.44.mp4,P288.csv,SD2B18S4,path1640,2,B17S4,Red Bull,B17-19S2-5 Red Bull,Energy,Blue,Energy Multi Pack,Red Bull Energy Drink 4x250ml
37,,0,1981,0.16,25997,1039.88,14146,4186,0,288,WW2019 Aisle 4 Base Image V7,Recording291_Participant288_00.00.00-00.34.44.mp4,P288.csv,SD2B17S5,path1642,2,B17S5,Red Bull,B17-19S2-5 Red Bull,Energy,Blue,Energy Multi Pack,Red Bull Energy Drink 6x250ml
39,,0,1984,0.16,26021,1040.84,14640,3876,0,288,WW2019 Aisle 4 Base Image V7,Recording291_Participant288_00.00.00-00.34.44.mp4,P288.csv,SD2B18S3,path1740,2,B18S3,Red Bull,B17-19S2-5 Red Bull,Energy,Black,Energy Single Serve,Red Bull Energy Drink Zero 250ml
68,,0,727,0.14,8200,328,15756,3756,0,295,WW2019 Aisle 4 Base Image V7,Recording298_Participant295_00.00.00-00.23.38.mp4,P295.csv,SD2B19S3,path1750,2,B19S3,V,B19S1-6 V,Energy,Green,Energy Multi Pack,V Sugar Free Energy Drink 4pk 275ml
115,,0,1539,0.14,26107,1044.28,14905,4017,0,296,WW2019 Aisle 4 Base Image V7,Recording299_Participant296_00.00.00-00.46.18.mp4,P296.csv,SD2B18S4,path1778,2,B18S4,Red Bull,B17-19S2-5 Red Bull,Energy,Black,Energy Multi Pack,Red Bull Energy Drink Zero 4x250ml
24,,0,955,0.28,11906,476.24,15762,4639,0,298,WW2019 Aisle 4 Base Image V7,Recording301_Participant298_00.00.00-00.17.17.mp4,P298.csv,SD2B19S6,path1036-0,2,B19S6,V,B19S1-6 V,Energy,Green,Energy Multi Pack,V Energy Drink With Guarana 4x500ml
58,,0,411,0.1,7771,310.84,15823,3953,0,299,WW2019 Aisle 4 Base Image V7,Recording302_Participant299_00.00.00-00.19.38.mp4,P299.csv,SD2B19S4,path1024,2,B19S4,V,B19S1-6 V,Energy,Grey,Energy Multi Pack,V Pure Energy Drink 250ml x4 pack
12,,0,412,0.14,7774,310.96,15211,3763,0,299,WW2019 Aisle 4 Base Image V7,Recording302_Participant299_00.00.00-00.19.38.mp4,P299.csv,SD2B19S3,path1748,2,B19S3,V,B19S1-6 V,Energy,Green,Energy Single Serve,V Energy Drink Sugar Free With Guarana 250ml
10,,0,410,0.16,7758,310.32,15425,4206,0,299,WW2019 Aisle 4 Base Image V7,Recording302_Participant299_00.00.00-00.19.38.mp4,P299.csv,SD2B19S5,path1026,2,B19S5,V,B19S1-6 V,Energy,Green,Energy Multi Pack,V Energy Drink 4x275ml
33,,0,2167,0.12,27295,1091.8,14759,3714,0,302,WW2019 Aisle 4 Base Image V7,Recording305_Participant302_00.00.00-00.43.46.mp4,P302.csv,SD2B18S3,path1742,2,B18S3,Red Bull,B17-19S2-5 Red Bull,Energy,Blue,Energy Single Serve,Red Bull Energy Drink Sugar Free 250ml
21,,0,2143,0.12,27057,1082.28,15233,4529,0,302,WW2019 Aisle 4 Base Image V7,Recording305_Participant302_00.00.00-00.43.46.mp4,P302.csv,SD2B19S6,path1807,2,B19S6,Red Bull,B19S6 Redbull,Energy,Blue,Energy Multi Pack,Red Bull Energy Drink 473ml x4 pack
24,,0,2157,0.34,27195,1087.8,14523,4159,0,302,WW2019 Aisle 4 Base Image V7,Recording305_Participant302_00.00.00-00.43.46.mp4,P302.csv,SD2B18S5,path1642,2,B17S5,Red Bull,B17-19S2-5 Red Bull,Energy,Blue,Energy Multi Pack,Red Bull Energy Drink 6x250ml
28,,0,2161,0.56,27225,1089,14819,4177,0,302,WW2019 Aisle 4 Base Image V7,Recording305_Participant302_00.00.00-00.43.46.mp4,P302.csv,SD2B18S5,path1698,2,B18S5,Red Bull,B17-19S2-5 Red Bull,Energy,Blue,Energy Multi Pack,Red Bull Energy Drink Sugar Free 6x250ml
30,,0,2163,0.14,27247,1089.88,14913,4140,0,302,WW2019 Aisle 4 Base Image V7,Recording305_Participant302_00.00.00-00.43.46.mp4,P302.csv,SD2B18S4,path1778,2,B18S4,Red Bull,B17-19S2-5 Red Bull,Energy,Black,Energy Multi Pack,Red Bull Energy Drink Zero 4x250ml
27,,0,2160,0.16,27221,1088.84,14938,4286,0,302,WW2019 Aisle 4 Base Image V7,Recording305_Participant302_00.00.00-00.43.46.mp4,P302.csv,SD2B18S5,path1698,2,B18S5,Red Bull,B17-19S2-5 Red Bull,Energy,Blue,Energy Multi Pack,Red Bull Energy Drink Sugar Free 6x250ml
23,,0,2149,0.16,27126,1085.04,15770,4425,0,302,WW2019 Aisle 4 Base Image V7,Recording305_Participant302_00.00.00-00.43.46.mp4,P302.csv,SD2B19S5,path1026,2,B19S5,V,B19S1-6 V,Energy,Green,Energy Multi Pack,V Energy Drink 4x275ml
32,,0,2166,0.28,27283,1091.32,14879,4128,0,302,WW2019 Aisle 4 Base Image V7,Recording305_Participant302_00.00.00-00.43.46.mp4,P302.csv,SD2B18S5,path1698,2,B18S5,Red Bull,B17-19S2-5 Red Bull,Energy,Blue,Energy Multi Pack,Red Bull Energy Drink Sugar Free 6x250ml
26,,0,2159,0.3,27213,1088.52,14831,4409,0,302,WW2019 Aisle 4 Base Image V7,Recording305_Participant302_00.00.00-00.43.46.mp4,P302.csv,SD2B18S5,path1698,2,B18S5,Red Bull,B17-19S2-5 Red Bull,Energy,Blue,Energy Multi Pack,Red Bull Energy Drink Sugar Free 6x250ml
25,,0,2158,0.3,27205,1088.2,15111,4112,0,302,WW2019 Aisle 4 Base Image V7,Recording305_Participant302_00.00.00-00.43.46.mp4,P302.csv,SD2B19S4,path1780,2,B19S4,V,B19S1-6 V,Energy,Blue,Energy Multi Pack,V Energy Drink Blue 4x275ml
31,,0,2165,0.2,27277,1091.08,14902,4126,0,302,WW2019 Aisle 4 Base Image V7,Recording305_Participant302_00.00.00-00.43.46.mp4,P302.csv,SD2B18S4,path1778,2,B18S4,Red Bull,B17-19S2-5 Red Bull,Energy,Black,Energy Multi Pack,Red Bull Energy Drink Zero 4x250ml
29,,0,2162,0.22,27240,1089.6,14821,4178,0,302,WW2019 Aisle 4 Base Image V7,Recording305_Participant302_00.00.00-00.43.46.mp4,P302.csv,SD2B18S5,path1698,2,B18S5,Red Bull,B17-19S2-5 Red Bull,Energy,Blue,Energy Multi Pack,Red Bull Energy Drink Sugar Free 6x250ml
34,,0,2169,0.22,27449,1097.96,15058,4209,0,302,WW2019 Aisle 4 Base Image V7,Recording305_Participant302_00.00.00-00.43.46.mp4,P302.csv,SD2B18S5,path1698,2,B18S5,Red Bull,B17-19S2-5 Red Bull,Energy,Blue,Energy Multi Pack,Red Bull Energy Drink Sugar Free 6x250ml
24,,0,849,0.22,22060,882.4,13737,4281,0,305,WW2019 Aisle 4 Base Image V7,Recording308_Participant305_00.00.00-00.36.09.mp4,P305.csv,SD2B17S5,path1642,2,B17S5,Red Bull,B17-19S2-5 Red Bull,Energy,Blue,Energy Multi Pack,Red Bull Energy Drink 6x250ml
52,,0,1138,0.1,16294,651.76,14096,4054,0,307,WW2019 Aisle 4 Base Image V7,Recording310_Participant307_00.00.00-00.44.29.mp4,P307.csv,SD2B17S4,path1640,2,B17S4,Red Bull,B17-19S2-5 Red Bull,Energy,Blue,Energy Multi Pack,Red Bull Energy Drink 4x250ml
451,,0,1726,0.1,27235,1089.4,14839,4073,0,307,WW2019 Aisle 4 Base Image V7,Recording310_Participant307_00.00.00-00.44.29.mp4,P307.csv,SD2B18S4,path1776,2,B18S4,Red Bull,B17-19S2-5 Red Bull,Energy,Blue,Energy Multi Pack,Red Bull Energy Drink Sugar Free 4x250ml
467,,0,1770,0.1,28126,1125.04,15603,3352,0,307,WW2019 Aisle 4 Base Image V7,Recording310_Participant307_00.00.00-00.44.29.mp4,P307.csv,SD2B19S1,path1730,2,B19S1,V,B19S1-6 V,Energy,Blue,Energy Single Serve,V Energy Drink Blue 500ml
50,,0,1133,0.1,16092,643.68,15782,4547,0,307,WW2019 Aisle 4 Base Image V7,Recording310_Participant307_00.00.00-00.44.29.mp4,P307.csv,SD2B19S6,path1036-0,2,B19S6,V,B19S1-6 V,Energy,Green,Energy Multi Pack,V Energy Drink With Guarana 4x500ml
47,,0,1130,0.12,16064,642.56,15549,4678,0,307,WW2019 Aisle 4 Base Image V7,Recording310_Participant307_00.00.00-00.44.29.mp4,P307.csv,SD2B19S6,path1809,2,B19S6,V,B19S1-6 V,Energy,Green,Energy Multi Pack,V Energy Drink 6x275ml
42,,0,1125,0.58,16003,640.12,15241,4528,0,307,WW2019 Aisle 4 Base Image V7,Recording310_Participant307_00.00.00-00.44.29.mp4,P307.csv,SD2B19S6,path1807,2,B19S6,Red Bull,B19S6 Redbull,Energy,Blue,Energy Multi Pack,Red Bull Energy Drink 473ml x4 pack
49,,0,1132,0.16,16078,643.12,15667,4776,0,307,WW2019 Aisle 4 Base Image V7,Recording310_Participant307_00.00.00-00.44.29.mp4,P307.csv,SD2B19S6,path1036-0,2,B19S6,V,B19S1-6 V,Energy,Green,Energy Multi Pack,V Energy Drink With Guarana 4x500ml
182,,0,1384,0.16,21337,853.48,15562,4515,0,307,WW2019 Aisle 4 Base Image V7,Recording310_Participant307_00.00.00-00.44.29.mp4,P307.csv,SD2B19S6,path1809,2,B19S6,V,B19S1-6 V,Energy,Green,Energy Multi Pack,V Energy Drink 6x275ml
48,,0,1131,0.26,16068,642.72,15549,4678,0,307,WW2019 Aisle 4 Base Image V7,Recording310_Participant307_00.00.00-00.44.29.mp4,P307.csv,SD2B19S6,path1809,2,B19S6,V,B19S1-6 V,Energy,Green,Energy Multi Pack,V Energy Drink 6x275ml
31,,0,1112,0.28,15801,632.04,13761,3999,0,307,WW2019 Aisle 4 Base Image V7,Recording310_Participant307_00.00.00-00.44.29.mp4,P307.csv,SD2B17S4,path1640,2,B17S4,Red Bull,B17-19S2-5 Red Bull,Energy,Blue,Energy Multi Pack,Red Bull Energy Drink 4x250ml
43,,0,1126,0.28,16018,640.72,15703,4547,0,307,WW2019 Aisle 4 Base Image V7,Recording310_Participant307_00.00.00-00.44.29.mp4,P307.csv,SD2B19S6,path1036-0,2,B19S6,V,B19S1-6 V,Energy,Green,Energy Multi Pack,V Energy Drink With Guarana 4x500ml
45,,0,1128,0.28,16038,641.52,15786,4689,0,307,WW2019 Aisle 4 Base Image V7,Recording310_Participant307_00.00.00-00.44.29.mp4,P307.csv,SD2B19S6,path1036-0,2,B19S6,V,B19S1-6 V,Energy,Green,Energy Multi Pack,V Energy Drink With Guarana 4x500ml
46,,0,1129,0.28,16051,642.04,15304,4520,0,307,WW2019 Aisle 4 Base Image V7,Recording310_Participant307_00.00.00-00.44.29.mp4,P307.csv,SD2B19S6,path1807,2,B19S6,Red Bull,B19S6 Redbull,Energy,Blue,Energy Multi Pack,Red Bull Energy Drink 473ml x4 pack
44,,0,1127,0.22,16031,641.24,15766,4678,0,307,WW2019 Aisle 4 Base Image V7,Recording310_Participant307_00.00.00-00.44.29.mp4,P307.csv,SD2B19S6,path1036-0,2,B19S6,V,B19S1-6 V,Energy,Green,Energy Multi Pack,V Energy Drink With Guarana 4x500ml
41,,0,1490,0.12,18043,721.72,14935,3684,0,314,WW2019 Aisle 4 Base Image V7,Recording317_Participant314_00.00.00-00.36.02.mp4,P314.csv,SD2B18S3,path1744,2,B18S3,Red Bull,B17-19S2-5 Red Bull,Energy,Orange,Energy Single Serve,Red Bull Orange Energy Drink 250ml
40,,0,1489,0.34,18034,721.36,15579,3713,0,314,WW2019 Aisle 4 Base Image V7,Recording317_Participant314_00.00.00-00.36.02.mp4,P314.csv,SD2B19S3,path1750,2,B19S3,V,B19S1-6 V,Energy,Green,Energy Multi Pack,V Sugar Free Energy Drink 4pk 275ml
42,,0,1491,0.5,18051,722.04,15077,4077,0,314,WW2019 Aisle 4 Base Image V7,Recording317_Participant314_00.00.00-00.36.02.mp4,P314.csv,SD2B18S4,path1778,2,B18S4,Red Bull,B17-19S2-5 Red Bull,Energy,Black,Energy Multi Pack,Red Bull Energy Drink Zero 4x250ml
39,,0,1488,0.16,18029,721.16,15794,4162,0,314,WW2019 Aisle 4 Base Image V7,Recording317_Participant314_00.00.00-00.36.02.mp4,P314.csv,SD2B19S5,path1026,2,B19S5,V,B19S1-6 V,Energy,Green,Energy Multi Pack,V Energy Drink 4x275ml
43,,0,1492,0.28,18065,722.6,14660,3709,0,314,WW2019 Aisle 4 Base Image V7,Recording317_Participant314_00.00.00-00.36.02.mp4,P314.csv,SD2B18S3,path1740,2,B18S3,Red Bull,B17-19S2-5 Red Bull,Energy,Black,Energy Single Serve,Red Bull Energy Drink Zero 250ml
52,,0,2268,0.48,30157,1206.28,13694,4105,0,317,WW2019 Aisle 4 Base Image V7,Recording320_Participant317_00.00.00-00.35.55.mp4,P317.csv,SD2B17S4,path1640,2,B17S4,Red Bull,B17-19S2-5 Red Bull,Energy,Blue,Energy Multi Pack,Red Bull Energy Drink 4x250ml
46,,0,611,0.28,8166,326.64,15365,4505,0,324,WW2019 Aisle 4 Base Image V7,Recording327_Participant324_00.00.00-00.23.30.mp4,P324.csv,SD2B19S6,path1807,2,B19S6,Red Bull,B19S6 Redbull,Energy,Blue,Energy Multi Pack,Red Bull Energy Drink 473ml x4 pack
66,,0,582,0.12,7514,300.56,14826,3566,0,330,WW2019 Aisle 4 Base Image V7,Recording333_Participant330_00.00.00-00.19.06.mp4,P330.csv,SD2B18S2,path1756,2,B18S2,Red Bull,B17-19S2-5 Red Bull,Energy,Blue,Energy Single Serve,Red Bull Energy Drink 473ml
74,,0,590,0.16,7622,304.88,15773,4018,0,330,WW2019 Aisle 4 Base Image V7,Recording333_Participant330_00.00.00-00.19.06.mp4,P330.csv,SD2B19S4,path1024,2,B19S4,V,B19S1-6 V,Energy,Grey,Energy Multi Pack,V Pure Energy Drink 250ml x4 pack
71,,0,587,0.3,7571,302.84,14445,3789,0,330,WW2019 Aisle 4 Base Image V7,Recording333_Participant330_00.00.00-00.19.06.mp4,P330.csv,SD2B18S3,path1738,2,B18S3,Red Bull,B17-19S2-5 Red Bull,Energy,Blue,Energy Single Serve,Red Bull Energy Drink 355ml
214,,0,1211,0.14,14426,577.04,14915,4107,0,336,WW2019 Aisle 4 Base Image V7,Recording339_Participant336_00.00.00-00.16.56.mp4,P336.csv,SD2B18S4,path1778,2,B18S4,Red Bull,B17-19S2-5 Red Bull,Energy,Black,Energy Multi Pack,Red Bull Energy Drink Zero 4x250ml
82,,0,1348,0.1,20255,810.2,15539,3762,0,344,WW2019 Aisle 4 Base Image V7,Recording347_Participant344_00.00.00-00.33.42.mp4,P344.csv,SD2B19S3,path1750,2,B19S3,V,B19S1-6 V,Energy,Green,Energy Multi Pack,V Sugar Free Energy Drink 4pk 275ml
28,,0,1539,0.12,18924,756.96,15370,3789,0,350,WW2019 Aisle 4 Base Image V7,Recording353_Participant350_00.00.00-00.37.01.mp4,P350.csv,SD2B19S3,path1748,2,B19S3,V,B19S1-6 V,Energy,Green,Energy Single Serve,V Energy Drink Sugar Free With Guarana 250ml
30,,0,1541,0.14,18939,757.56,13719,4221,0,350,WW2019 Aisle 4 Base Image V7,Recording353_Participant350_00.00.00-00.37.01.mp4,P350.csv,SD2B17S5,path1642,2,B17S5,Red Bull,B17-19S2-5 Red Bull,Energy,Blue,Energy Multi Pack,Red Bull Energy Drink 6x250ml
29,,0,1540,0.24,18929,757.16,15103,3802,0,350,WW2019 Aisle 4 Base Image V7,Recording353_Participant350_00.00.00-00.37.01.mp4,P350.csv,SD2B19S3,path1746,2,B19S3,V,B19S1-6 V,Energy,Blue,Energy Single Serve,V Energy Drink Blue 250ml
85,,0,250,0.12,3524,140.96,15149,3634,0,354,WW2019 Aisle 4 Base Image V7,Recording357_Participant354_00.00.00-00.08.31.mp4,P354.csv,SD2B19S2,path1768,2,B18S2,Red Bull,B17-19S2-5 Red Bull,Energy,Blue,Energy Single Serve,Red Bull Energy Drink 250ml
82,,0,247,0.16,3506,140.24,15700,3529,0,354,WW2019 Aisle 4 Base Image V7,Recording357_Participant354_00.00.00-00.08.31.mp4,P354.csv,SD2B19S2,path1012,2,B19S2,V,B19S1-6 V,Energy,Green,Energy Single Serve,V Energy Drink 250ml
84,,0,249,0.18,3519,140.76,15411,3577,0,354,WW2019 Aisle 4 Base Image V7,Recording357_Participant354_00.00.00-00.08.31.mp4,P354.csv,SD2B19S2,path1768,2,B18S2,Red Bull,B17-19S2-5 Red Bull,Energy,Blue,Energy Single Serve,Red Bull Energy Drink 250ml
86,,0,251,0.24,3529,141.16,15847,3390,0,354,WW2019 Aisle 4 Base Image V7,Recording357_Participant354_00.00.00-00.08.31.mp4,P354.csv,SD2B19S1,path875-9,2,B19S1,V,B19S1-6 V,Energy,Blue,Energy Single Serve,V Forbidden Fruits Energy Drink 500ml
83,,0,248,0.26,3511,140.44,15539,3561,0,354,WW2019 Aisle 4 Base Image V7,Recording357_Participant354_00.00.00-00.08.31.mp4,P354.csv,SD2B19S2,path1768,2,B18S2,Red Bull,B17-19S2-5 Red Bull,Energy,Blue,Energy Single Serve,Red Bull Energy Drink 250ml
124,,0,2027,0.14,37809,1512.36,15646,4539,0,367,WW2019 Aisle 4 Base Image V7,Recording370_Participant367_00.00.00-00.56.59.mp4,P367.csv,SD2B19S6,path1036-0,2,B19S6,V,B19S1-6 V,Energy,Green,Energy Multi Pack,V Energy Drink With Guarana 4x500ml
125,,0,2028,0.18,37835,1513.4,15856,3941,0,367,WW2019 Aisle 4 Base Image V7,Recording370_Participant367_00.00.00-00.56.59.mp4,P367.csv,SD2B19S4,path1024,2,B19S4,V,B19S1-6 V,Energy,Grey,Energy Multi Pack,V Pure Energy Drink 250ml x4 pack
123,,0,2025,0.3,37754,1510.16,13983,4327,0,367,WW2019 Aisle 4 Base Image V7,Recording370_Participant367_00.00.00-00.56.59.mp4,P367.csv,SD2B17S5,path1642,2,B17S5,Red Bull,B17-19S2-5 Red Bull,Energy,Blue,Energy Multi Pack,Red Bull Energy Drink 6x250ml
77,,0,983,0.2,13344,533.76,15431,3797,0,383,WW2019 Aisle 4 Base Image V7,Recording386_Participant383_00.00.00-00.21.04.mp4,P383.csv,SD2B19S3,path1748,2,B19S3,V,B19S1-6 V,Energy,Green,Energy Single Serve,V Energy Drink Sugar Free With Guarana 250ml
47,,0,2166,0.34,29870,1194.8,13724,4086,0,384,WW2019 Aisle 4 Base Image V7,Recording387_Participant384_00.00.00-00.45.37.mp4,P384.csv,SD2B17S4,path1640,2,B17S4,Red Bull,B17-19S2-5 Red Bull,Energy,Blue,Energy Multi Pack,Red Bull Energy Drink 4x250ml
26,,0,733,0.1,10856,434.24,15428,4027,0,389,WW2019 Aisle 4 Base Image V7,Recording392_Participant389_00.00.00-00.19.13.mp4,P389.csv,SD2B19S4,path1782,2,B19S4,V,B19S1-6 V,Energy,Yellow,Energy Multi Pack,V Forbidden Fruits Energy Drink 250ml x4 pack
31,,0,738,0.12,10889,435.56,14447,4047,0,389,WW2019 Aisle 4 Base Image V7,Recording392_Participant389_00.00.00-00.19.13.mp4,P389.csv,SD2B18S4,path1640,2,B17S4,Red Bull,B17-19S2-5 Red Bull,Energy,Blue,Energy Multi Pack,Red Bull Energy Drink 4x250ml
32,,0,739,0.16,10893,435.72,14385,4049,0,389,WW2019 Aisle 4 Base Image V7,Recording392_Participant389_00.00.00-00.19.13.mp4,P389.csv,SD2B18S4,path1640,2,B17S4,Red Bull,B17-19S2-5 Red Bull,Energy,Blue,Energy Multi Pack,Red Bull Energy Drink 4x250ml
